Market,State,Issuer_Name,Plan_ID,Plan_Type,Metal_Level,Claims_Received,Claims_Denied,Appeals_Overturned_Rate,Denial_Rate
Individual,NC,"Oscar Health Plan of North Carolina, Inc",69803NC0010025,HMO,Silver,436,71,36.6%,16.3%
Individual,NC,"Oscar Health Plan of North Carolina, Inc",69803NC0010045,HMO,Silver,30,11,36.6%,36.7%
Individual,NC,"Oscar Health Plan of North Carolina, Inc",69803NC0010052,HMO,Silver,236,92,36.6%,39.0%
Individual,NC,"UnitedHealthcare of North Carolina, Inc",54332NC0030030,HMO,Bronze Expanded,59286,9800,41.3%,16.5%
Individual,NC,"UnitedHealthcare of North Carolina, Inc",54332NC0030015,HMO,Gold,101224,27478,41.3%,27.1%
Individual,NC,"UnitedHealthcare of North Carolina, Inc",54332NC0030022,HMO,Gold,3705,816,41.3%,22.0%
Individual,NC,"UnitedHealthcare of North Carolina, Inc",54332NC0030020,HMO,Silver,86274,27630,41.3%,32.0%
Individual,NC,"UnitedHealthcare of North Carolina, Inc",54332NC0030027,HMO,Silver,134791,19729,41.3%,14.6%
Individual,ND,Blue Cross Blue Shield of North Dakota,37160ND2410020,PPO,Bronze Expanded,121784,15274,34.0%,12.5%
Individual,ND,Blue Cross Blue Shield of North Dakota,37160ND2410028,PPO,Bronze Expanded,15881,2091,34.0%,13.2%
Individual,ND,Blue Cross Blue Shield of North Dakota,37160ND2410021,PPO,Catastrophic,2964,619,34.0%,20.9%
Individual,ND,Blue Cross Blue Shield of North Dakota,37160ND2410005,PPO,Gold,126359,19608,34.0%,15.5%
Individual,ND,Blue Cross Blue Shield of North Dakota,37160ND2410022,PPO,Gold,128328,16166,34.0%,12.6%
Individual,ND,Blue Cross Blue Shield of North Dakota,37160ND2410026,PPO,Gold,4296,711,34.0%,16.6%
Individual,ND,Blue Cross Blue Shield of North Dakota,37160ND2480001,PPO,Gold,18035,2864,34.0%,15.9%
Individual,ND,Blue Cross Blue Shield of North Dakota,37160ND2410002,PPO,Silver,50030,8174,34.0%,16.3%
Individual,ND,Blue Cross Blue Shield of North Dakota,37160ND2410014,PPO,Silver,24224,3596,34.0%,14.8%
Individual,ND,Blue Cross Blue Shield of North Dakota,37160ND2410027,PPO,Silver,18420,2880,34.0%,15.6%
Individual,ND,Blue Cross Blue Shield of North Dakota,37160ND2480003,PPO,Silver,11684,1822,34.0%,15.6%
Individual,ND,Medica Health Plans,73751ND0120029,HMO,Bronze Expanded,2664,703,48.3%,26.4%
Individual,ND,Medica Health Plans,73751ND0120041,HMO,Bronze Expanded,1151,235,48.3%,20.4%
Individual,ND,Medica Health Plans,73751ND0130029,HMO,Bronze Expanded,5425,1572,48.3%,29.0%
Individual,ND,Medica Health Plans,73751ND0130041,HMO,Bronze Expanded,6571,2163,48.3%,32.9%
Individual,ND,Medica Health Plans,73751ND0140029,HMO,Bronze Expanded,1488,387,48.3%,26.0%
Individual,ND,Medica Health Plans,73751ND0140041,HMO,Bronze Expanded,2041,546,48.3%,26.8%
Individual,ND,Medica Health Plans,73751ND0120045,HMO,Gold,2563,600,48.3%,23.4%
Individual,ND,Medica Health Plans,73751ND0120055,HMO,Gold,198,76,48.3%,38.4%
Individual,ND,Medica Health Plans,73751ND0130055,HMO,Gold,1042,192,48.3%,18.4%
Individual,ND,Medica Health Plans,73751ND0140045,HMO,Gold,1690,344,48.3%,20.4%
Individual,ND,Medica Health Plans,73751ND0140055,HMO,Gold,2178,573,48.3%,26.3%
Individual,ND,Medica Health Plans,73751ND0120047,HMO,Silver,6886,2029,48.3%,29.5%
Individual,ND,Medica Health Plans,73751ND0120057,HMO,Silver,4370,892,48.3%,20.4%
Individual,ND,Medica Health Plans,73751ND0130057,HMO,Silver,3533,989,48.3%,28.0%
Individual,ND,Medica Health Plans,73751ND0140047,HMO,Silver,2035,721,48.3%,35.4%
Individual,ND,Medica Health Plans,73751ND0140057,HMO,Silver,4200,1606,48.3%,38.2%
Individual,ND,Sanford Health Plan,89364ND0090007,HMO,Bronze Expanded,26318,814,63.7%,3.1%
Individual,ND,Sanford Health Plan,89364ND0090009,HMO,Bronze Expanded,17085,592,63.7%,3.5%
Individual,ND,Sanford Health Plan,89364ND0090026,HMO,Bronze Expanded,3274,84,63.7%,2.6%
Individual,ND,Sanford Health Plan,89364ND0120006,PPO,Bronze Expanded,29337,2274,63.7%,7.8%
Individual,ND,Sanford Health Plan,89364ND0120007,PPO,Bronze Expanded,39313,2697,63.7%,6.9%
Individual,ND,Sanford Health Plan,89364ND0120016,PPO,Bronze Expanded,3899,345,63.7%,8.8%
Individual,ND,Sanford Health Plan,89364ND0090015,HMO,Catastrophic,867,53,63.7%,6.1%
Individual,ND,Sanford Health Plan,89364ND0120009,PPO,Catastrophic,850,46,63.7%,5.4%
Individual,ND,Sanford Health Plan,89364ND0090018,HMO,Gold,58537,1904,63.7%,3.3%
Individual,ND,Sanford Health Plan,89364ND0090028,HMO,Gold,7742,206,63.7%,2.7%
Individual,ND,Sanford Health Plan,89364ND0120001,PPO,Gold,53979,3035,63.7%,5.6%
Individual,ND,Sanford Health Plan,89364ND0120018,PPO,Gold,7312,257,63.7%,3.5%
Individual,ND,Sanford Health Plan,89364ND0090008,HMO,Silver,7623,290,63.7%,3.8%
Individual,ND,Sanford Health Plan,89364ND0090016,HMO,Silver,21408,694,63.7%,3.2%
Individual,ND,Sanford Health Plan,89364ND0090027,HMO,Silver,35314,1335,63.7%,3.8%
Individual,ND,Sanford Health Plan,89364ND0120003,PPO,Silver,2431,175,63.7%,7.2%
Individual,ND,Sanford Health Plan,89364ND0120005,PPO,Silver,58524,3378,63.7%,5.8%
Individual,ND,Sanford Health Plan,89364ND0120017,PPO,Silver,13283,808,63.7%,6.1%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1450001,EPO,Bronze Expanded,30463,3788,24.1%,12.4%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1450002,EPO,Bronze Expanded,10239,1161,24.1%,11.3%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1450006,EPO,Bronze Expanded,38931,4402,24.1%,11.3%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1460001,EPO,Bronze Expanded,35515,4295,24.1%,12.1%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1460006,EPO,Bronze Expanded,63310,8135,24.1%,12.8%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1470001,EPO,Bronze Expanded,25775,2687,24.1%,10.4%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1470006,EPO,Bronze Expanded,23099,2573,24.1%,11.1%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1480001,EPO,Bronze Expanded,9718,1247,24.1%,12.8%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1480006,EPO,Bronze Expanded,17149,2532,24.1%,14.8%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1490001,EPO,Bronze Expanded,4866,514,24.1%,10.6%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1490006,EPO,Bronze Expanded,4232,574,24.1%,13.6%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1500001,EPO,Bronze Expanded,9334,1232,24.1%,13.2%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1500006,EPO,Bronze Expanded,9044,1324,24.1%,14.6%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1450011,EPO,Gold,5178,632,24.1%,12.2%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1450012,EPO,Gold,566,70,24.1%,12.4%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1450013,EPO,Gold,4930,613,24.1%,12.4%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1460013,EPO,Gold,23801,3387,24.1%,14.2%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1470013,EPO,Gold,8456,1169,24.1%,13.8%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1480013,EPO,Gold,5995,995,24.1%,16.6%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1490013,EPO,Gold,2371,399,24.1%,16.8%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1500013,EPO,Gold,1083,164,24.1%,15.1%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1450008,EPO,Silver,1009,752,24.1%,74.5%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1450009,EPO,Silver,270,135,24.1%,50.0%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1450010,EPO,Silver,1919,1084,24.1%,56.5%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1460010,EPO,Silver,11049,5817,24.1%,52.6%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1470010,EPO,Silver,2581,1174,24.1%,45.5%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1480010,EPO,Silver,7271,6062,24.1%,83.4%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1490010,EPO,Silver,623,349,24.1%,56.0%
Individual,NE,Blue Cross and Blue Shield of Nebraska,29678NE1500010,EPO,Silver,774,587,24.1%,75.8%
Individual,NE,Medica Insurance Company,20305NE0030041,EPO,Bronze Expanded,36662,10377,45.0%,28.3%
Individual,NE,Medica Insurance Company,20305NE0030051,EPO,Bronze Expanded,56999,14669,45.0%,25.7%
Individual,NE,Medica Insurance Company,20305NE0040029,EPO,Bronze Expanded,63530,18743,45.0%,29.5%
Individual,NE,Medica Insurance Company,20305NE0040051,EPO,Bronze Expanded,165756,35562,45.0%,21.5%
Individual,NE,Medica Insurance Company,20305NE0050051,EPO,Bronze Expanded,129034,31875,45.0%,24.7%
Individual,NE,Medica Insurance Company,20305NE0030025,EPO,Gold,19198,5813,45.0%,30.3%
Individual,NE,Medica Insurance Company,20305NE0030055,EPO,Gold,2127,617,45.0%,29.0%
Individual,NE,Medica Insurance Company,20305NE0040025,EPO,Gold,17760,5103,45.0%,28.7%
Individual,NE,Medica Insurance Company,20305NE0040045,EPO,Gold,24716,6179,45.0%,25.0%
Individual,NE,Medica Insurance Company,20305NE0040055,EPO,Gold,7167,1761,45.0%,24.6%
Individual,NE,Medica Insurance Company,20305NE0050045,EPO,Gold,70555,21078,45.0%,29.9%
Individual,NE,Medica Insurance Company,20305NE0050055,EPO,Gold,6165,2187,45.0%,35.5%
Individual,NE,Medica Insurance Company,20305NE0030057,EPO,Silver,15174,4751,45.0%,31.3%
Individual,NE,Medica Insurance Company,20305NE0040027,EPO,Silver,4032,1108,45.0%,27.5%
Individual,NE,Medica Insurance Company,20305NE0040057,EPO,Silver,100220,27967,45.0%,27.9%
Individual,NE,Medica Insurance Company,20305NE0050027,EPO,Silver,11694,3910,45.0%,33.4%
Individual,NE,Medica Insurance Company,20305NE0050057,EPO,Silver,104137,32964,45.0%,31.7%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0020002,HMO,Bronze Expanded,129603,12310,48.4%,9.5%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0020007,HMO,Bronze Expanded,188201,24762,48.4%,13.2%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0020039,HMO,Bronze Expanded,106501,11941,48.4%,11.2%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0030002,HMO,Bronze Expanded,12884,1608,48.4%,12.5%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0030007,HMO,Bronze Expanded,21373,2487,48.4%,11.6%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0020036,HMO,Gold,21932,2555,48.4%,11.6%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0020041,HMO,Gold,11320,1509,48.4%,13.3%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0020050,HMO,Gold,45871,5304,48.4%,11.6%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0030036,HMO,Gold,9974,1439,48.4%,14.4%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0030044,HMO,Gold,5383,731,48.4%,13.6%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0020008,HMO,Silver,45558,5116,48.4%,11.2%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0020040,HMO,Silver,230326,29688,48.4%,12.9%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0020048,HMO,Silver,132169,15678,48.4%,11.9%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0030008,HMO,Silver,18379,2663,48.4%,14.5%
Individual,NE,"Nebraska Total Care, Inc.",26289NE0030042,HMO,Silver,30588,4166,48.4%,13.6%
Individual,NE,Oscar Insurance Company,57424NE0010003,EPO,Bronze Expanded,1248,198,57.9%,15.9%
Individual,NE,Oscar Insurance Company,57424NE0010005,EPO,Bronze Expanded,1402,236,57.9%,16.8%
Individual,NE,Oscar Insurance Company,57424NE0010050,EPO,Bronze Expanded,1145,222,57.9%,19.4%
Individual,NE,Oscar Insurance Company,57424NE0010011,EPO,Catastrophic,245,64,57.9%,26.1%
Individual,NE,Oscar Insurance Company,57424NE0010036,EPO,Gold,7989,1520,57.9%,19.0%
Individual,NE,Oscar Insurance Company,57424NE0010053,EPO,Gold,4213,744,57.9%,17.7%
Individual,NE,Oscar Insurance Company,57424NE0010006,EPO,Silver,2157,384,57.9%,17.8%
Individual,NE,Oscar Insurance Company,57424NE0010025,EPO,Silver,3193,572,57.9%,17.9%
Individual,NE,Oscar Insurance Company,57424NE0010045,EPO,Silver,823,151,57.9%,18.3%
Individual,NE,Oscar Insurance Company,57424NE0010052,EPO,Silver,1352,258,57.9%,19.1%
Individual,NH,Celtic Insurance Company,75841NH0090006,EPO,Bronze Expanded,43804,4684,71.7%,10.7%
Individual,NH,Celtic Insurance Company,75841NH0090021,EPO,Bronze Expanded,56773,6705,71.7%,11.8%
Individual,NH,Celtic Insurance Company,75841NH0090028,EPO,Bronze Expanded,33920,4053,71.7%,11.9%
Individual,NH,Celtic Insurance Company,75841NH0100002,EPO,Bronze Expanded,12523,1435,71.7%,11.5%
Individual,NH,Celtic Insurance Company,75841NH0100021,EPO,Bronze Expanded,17554,2170,71.7%,12.4%
Individual,NH,Celtic Insurance Company,75841NH0090005,EPO,Gold,82530,9473,71.7%,11.5%
Individual,NH,Celtic Insurance Company,75841NH0090026,EPO,Gold,43973,5081,71.7%,11.6%
Individual,NH,Celtic Insurance Company,75841NH0090030,EPO,Gold,5088,627,71.7%,12.3%
Individual,NH,Celtic Insurance Company,75841NH0100009,EPO,Gold,22912,3046,71.7%,13.3%
Individual,NH,Celtic Insurance Company,75841NH0100026,EPO,Gold,28915,3757,71.7%,13.0%
Individual,NH,Celtic Insurance Company,75841NH0090011,EPO,Silver,173880,19618,71.7%,11.3%
Individual,NH,Celtic Insurance Company,75841NH0090029,EPO,Silver,9828,1290,71.7%,13.1%
Individual,NH,Celtic Insurance Company,75841NH0100011,EPO,Silver,27082,3569,71.7%,13.2%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150026,HMO,Bronze,54788,10299,36.5%,18.8%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150015,HMO,Bronze Expanded,111167,20161,36.5%,18.1%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150018,HMO,Bronze Expanded,76499,13493,36.5%,17.6%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150208,HMO,Bronze Expanded,61715,13729,36.5%,22.2%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150024,HMO,Catastrophic,7074,1462,36.5%,20.7%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150036,HMO,Gold,133086,26722,36.5%,20.1%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150206,HMO,Gold,97400,21177,36.5%,21.7%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150210,HMO,Gold,33659,7301,36.5%,21.7%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150022,HMO,Silver,63284,12271,36.5%,19.4%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150202,HMO,Silver,103716,21500,36.5%,20.7%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150203,HMO,Silver,64976,13093,36.5%,20.2%
Individual,NH,Matthew Thornton Hlth Plan(Anthem BCBS),96751NH0150209,HMO,Silver,218210,53487,36.5%,24.5%
Individual,OH,AultCare Insurance Company,28162OH0060100,PPO,Bronze,37811,7476,43.2%,19.8%
Individual,OH,AultCare Insurance Company,28162OH0060080,PPO,Bronze Expanded,12154,2540,43.2%,20.9%
Individual,OH,AultCare Insurance Company,28162OH0060102,PPO,Bronze Expanded,5520,1217,43.2%,22.0%
Individual,OH,AultCare Insurance Company,28162OH0060033,PPO,Gold,1047,215,43.2%,20.5%
Individual,OH,AultCare Insurance Company,28162OH0060054,PPO,Gold,4907,1127,43.2%,23.0%
Individual,OH,AultCare Insurance Company,28162OH0060107,PPO,Gold,1013,156,43.2%,15.4%
Individual,OH,AultCare Insurance Company,28162OH0060074,PPO,Silver,62264,11497,43.2%,18.5%
Individual,OH,AultCare Insurance Company,28162OH0060106,PPO,Silver,8779,1711,43.2%,19.5%
Individual,OH,AultCare Insurance Company,28162OH0060108,PPO,Silver,17029,3523,43.2%,20.7%
Individual,OH,AultCare Insurance Company,28162OH0060109,PPO,Silver,20927,4018,43.2%,19.2%
Individual,OH,Buckeye Community Health Plan,41047OH0010045,HMO,Bronze Expanded,140675,18060,64.7%,12.8%
Individual,OH,Buckeye Community Health Plan,41047OH0010057,HMO,Bronze Expanded,176444,27141,64.7%,15.4%
Individual,OH,Buckeye Community Health Plan,41047OH0010069,HMO,Bronze Expanded,112901,17661,64.7%,15.6%
Individual,OH,Buckeye Community Health Plan,41047OH0030045,HMO,Bronze Expanded,28925,3850,64.7%,13.3%
Individual,OH,Buckeye Community Health Plan,41047OH0030057,HMO,Bronze Expanded,40336,5713,64.7%,14.2%
Individual,OH,Buckeye Community Health Plan,41047OH0010041,HMO,Gold,134755,18667,64.7%,13.9%
Individual,OH,Buckeye Community Health Plan,41047OH0010067,HMO,Gold,74344,10958,64.7%,14.7%
Individual,OH,Buckeye Community Health Plan,41047OH0010071,HMO,Gold,20125,2992,64.7%,14.9%
Individual,OH,Buckeye Community Health Plan,41047OH0030041,HMO,Gold,69509,10118,64.7%,14.6%
Individual,OH,Buckeye Community Health Plan,41047OH0030071,HMO,Gold,27436,3981,64.7%,14.5%
Individual,OH,Buckeye Community Health Plan,41047OH0010025,HMO,Silver,271670,36089,64.7%,13.3%
Individual,OH,Buckeye Community Health Plan,41047OH0010061,HMO,Silver,153743,20512,64.7%,13.3%
Individual,OH,Buckeye Community Health Plan,41047OH0010070,HMO,Silver,285128,44668,64.7%,15.7%
Individual,OH,Buckeye Community Health Plan,41047OH0030025,HMO,Silver,124031,17562,64.7%,14.2%
Individual,OH,"CareSource Ohio, Inc.",77552OH0010204,HMO,Bronze Expanded,823881,184541,43.2%,22.4%
Individual,OH,"CareSource Ohio, Inc.",77552OH0020204,HMO,Bronze Expanded,208350,32092,43.2%,15.4%
Individual,OH,"CareSource Ohio, Inc.",77552OH0010202,HMO,Gold,52557,13318,43.2%,25.3%
Individual,OH,"CareSource Ohio, Inc.",77552OH0020202,HMO,Gold,22534,3859,43.2%,17.1%
Individual,OH,"CareSource Ohio, Inc.",77552OH0010201,HMO,Silver,380382,87900,43.2%,23.1%
Individual,OH,"CareSource Ohio, Inc.",77552OH0010203,HMO,Silver,130231,32687,43.2%,25.1%
Individual,OH,"CareSource Ohio, Inc.",77552OH0020201,HMO,Silver,119183,18361,43.2%,15.4%
Individual,OH,"CareSource Ohio, Inc.",77552OH0020203,HMO,Silver,54546,8755,43.2%,16.1%
Individual,OH,Community Insurance Company(Anthem BCBS),29276OH0920414,HMO,Bronze,198840,41424,32.7%,20.8%
Individual,OH,Community Insurance Company(Anthem BCBS),29276OH0920417,HMO,Bronze Expanded,231810,45560,32.7%,19.7%
Individual,OH,Community Insurance Company(Anthem BCBS),29276OH0920429,HMO,Bronze Expanded,322135,69664,32.7%,21.6%
Individual,OH,Community Insurance Company(Anthem BCBS),29276OH0920432,HMO,Bronze Expanded,234316,54166,32.7%,23.1%
Individual,OH,Community Insurance Company(Anthem BCBS),29276OH0920425,HMO,Catastrophic,10719,2234,32.7%,20.8%
Individual,OH,Community Insurance Company(Anthem BCBS),29276OH0920434,HMO,Gold,59071,13902,32.7%,23.5%
Individual,OH,Community Insurance Company(Anthem BCBS),29276OH0920421,HMO,Silver,236450,51460,32.7%,21.8%
Individual,OH,Community Insurance Company(Anthem BCBS),29276OH0920424,HMO,Silver,187903,41660,32.7%,22.2%
Individual,OH,Community Insurance Company(Anthem BCBS),29276OH0920428,HMO,Silver,178449,39072,32.7%,21.9%
Individual,OH,Community Insurance Company(Anthem BCBS),29276OH0920433,HMO,Silver,824153,197575,32.7%,24.0%
Individual,OH,"Molina Healthcare of Ohio, Inc.",64353OH0010001,HMO,Gold,70448,16276,29.7%,23.1%
Individual,OH,"Molina Healthcare of Ohio, Inc.",64353OH0010008,HMO,Gold,8172,2268,29.7%,27.8%
Individual,OH,"Molina Healthcare of Ohio, Inc.",64353OH0040001,HMO,Gold,23945,5404,29.7%,22.6%
Individual,OH,"Molina Healthcare of Ohio, Inc.",64353OH0010002,HMO,Silver,941757,228072,29.7%,24.2%
Individual,OH,"Molina Healthcare of Ohio, Inc.",64353OH0010009,HMO,Silver,23153,5885,29.7%,25.4%
Individual,OH,"Molina Healthcare of Ohio, Inc.",64353OH0040002,HMO,Silver,152927,36293,29.7%,23.7%
Individual,OH,Oscar Buckeye State Insurance Corp.,29341OH0100002,HMO,Bronze Expanded,12790,2699,44.5%,21.1%
Individual,OH,Oscar Buckeye State Insurance Corp.,29341OH0100024,HMO,Bronze Expanded,24529,4877,44.5%,19.9%
Individual,OH,Oscar Buckeye State Insurance Corp.,29341OH0100050,HMO,Bronze Expanded,6591,1600,44.5%,24.3%
Individual,OH,Oscar Buckeye State Insurance Corp.,29341OH0100011,HMO,Catastrophic,387,81,44.5%,20.9%
Individual,OH,Oscar Buckeye State Insurance Corp.,29341OH0100013,HMO,Gold,4464,767,44.5%,17.2%
Individual,OH,Oscar Buckeye State Insurance Corp.,29341OH0100035,HMO,Gold,6778,1186,44.5%,17.5%
Individual,OH,Oscar Buckeye State Insurance Corp.,29341OH0100053,HMO,Gold,6318,1222,44.5%,19.3%
Individual,OH,Oscar Buckeye State Insurance Corp.,29341OH0100025,HMO,Silver,51194,9006,44.5%,17.6%
Individual,OH,Oscar Buckeye State Insurance Corp.,29341OH0100030,HMO,Silver,11086,1916,44.5%,17.3%
Individual,OH,Oscar Buckeye State Insurance Corp.,29341OH0100052,HMO,Silver,6216,1289,44.5%,20.7%
Individual,OH,Oscar Insurance Corporation of Ohio,45845OH0100002,HMO,Bronze Expanded,23542,3021,44.8%,12.8%
Individual,OH,Oscar Insurance Corporation of Ohio,45845OH0100014,HMO,Bronze Expanded,25554,2382,44.8%,9.3%
Individual,OH,Oscar Insurance Corporation of Ohio,45845OH0100050,HMO,Bronze Expanded,5059,435,44.8%,8.6%
Individual,OH,Oscar Insurance Corporation of Ohio,45845OH0100011,HMO,Catastrophic,1805,147,44.8%,8.1%
Individual,OH,Oscar Insurance Corporation of Ohio,45845OH0100035,HMO,Gold,15995,1250,44.8%,7.8%
Individual,OH,Oscar Insurance Corporation of Ohio,45845OH0100036,HMO,Gold,21406,2020,44.8%,9.4%
Individual,OH,Oscar Insurance Corporation of Ohio,45845OH0100053,HMO,Gold,9131,961,44.8%,10.5%
Individual,OH,Oscar Insurance Corporation of Ohio,45845OH0100025,HMO,Silver,23703,1914,44.8%,8.1%
Individual,OH,Oscar Insurance Corporation of Ohio,45845OH0100030,HMO,Silver,9118,818,44.8%,9.0%
Individual,OH,Oscar Insurance Corporation of Ohio,45845OH0100045,HMO,Silver,10498,1093,44.8%,10.4%
Individual,OH,Oscar Insurance Corporation of Ohio,45845OH0100052,HMO,Silver,6257,450,44.8%,7.2%
Individual,OH,Paramount Insurance Company,74313OH0210008,HMO,Bronze Expanded,37318,5475,72.4%,14.7%
Individual,OH,Paramount Insurance Company,74313OH0210022,HMO,Bronze Expanded,2021,357,72.4%,17.7%
Individual,OH,Paramount Insurance Company,74313OH0210023,HMO,Bronze Expanded,1091,189,72.4%,17.3%
Individual,OH,Paramount Insurance Company,74313OH0210035,HMO,Bronze Expanded,10905,1694,72.4%,15.5%
Individual,OH,Paramount Insurance Company,74313OH0210036,HMO,Bronze Expanded,1426,203,72.4%,14.2%
Individual,OH,Paramount Insurance Company,74313OH0210051,HMO,Bronze Expanded,12131,1685,72.4%,13.9%
Individual,OH,Paramount Insurance Company,74313OH0210001,HMO,Gold,22240,2862,72.4%,12.9%
Individual,OH,Paramount Insurance Company,74313OH0210031,HMO,Gold,11689,2937,72.4%,25.1%
Individual,OH,Paramount Insurance Company,74313OH0210032,HMO,Gold,420,118,72.4%,28.1%
Individual,OH,Paramount Insurance Company,74313OH0210002,HMO,Silver,6282,992,72.4%,15.8%
Individual,OH,Paramount Insurance Company,74313OH0210012,HMO,Silver,20765,2957,72.4%,14.2%
Individual,OH,Paramount Insurance Company,74313OH0210013,HMO,Silver,344,36,72.4%,10.5%
Individual,OH,Paramount Insurance Company,74313OH0210033,HMO,Silver,8355,1200,72.4%,14.4%
Individual,OH,Paramount Insurance Company,74313OH0210034,HMO,Silver,931,193,72.4%,20.7%
Individual,OH,"Summa Insurance Company, Inc.",52664OH1530023,HMO,Bronze,15320,3787,68.9%,24.7%
Individual,OH,"Summa Insurance Company, Inc.",52664OH1530022,HMO,Bronze Expanded,14806,3551,68.9%,24.0%
Individual,OH,"Summa Insurance Company, Inc.",52664OH1530032,HMO,Bronze Expanded,3591,1004,68.9%,28.0%
Individual,OH,"Summa Insurance Company, Inc.",52664OH1530026,HMO,Gold,11327,2878,68.9%,25.4%
Individual,OH,"Summa Insurance Company, Inc.",52664OH1530036,HMO,Gold,1796,448,68.9%,24.9%
Individual,OH,"Summa Insurance Company, Inc.",52664OH1530025,HMO,Silver,3727,1014,68.9%,27.2%
Individual,OH,"Summa Insurance Company, Inc.",52664OH1530035,HMO,Silver,13058,3551,68.9%,27.2%
Individual,OH,"UnitedHealthcare of Ohio, Inc.",33931OH0030026,HMO,Bronze Expanded,12811,2533,47.1%,19.8%
Individual,OH,"UnitedHealthcare of Ohio, Inc.",33931OH0030014,HMO,Gold,3783,613,47.1%,16.2%
Individual,OH,"UnitedHealthcare of Ohio, Inc.",33931OH0030021,HMO,Silver,6888,1260,47.1%,18.3%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350070,PPO,Bronze,23039,7458,23.8%,32.4%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350091,PPO,Bronze,15212,5120,23.8%,33.7%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350092,PPO,Bronze,243037,82926,23.8%,34.1%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350093,PPO,Bronze,274448,89669,23.8%,32.7%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350094,PPO,Bronze,247572,79814,23.8%,32.2%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350068,PPO,Bronze Expanded,9961,3548,23.8%,35.6%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350083,PPO,Bronze Expanded,3612,1145,23.8%,31.7%
Individual,OK,Blue Cross Blue Shield of Oklahoma,87571OK0350084,PPO,Bronze Expanded,57524,21194,23.8%,36.8%
