Individual Marketplace Medical Qualified Health Plans (QHPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legend 
*                              Data not available for this issuer/plan
Individual,SPE,OH,Aetna Health Inc. (a PA corp.),84867,Yes,No,84867OH0100005,New,HMO,QHP,Gold,https://www.aetna.com/individuals-families/member-rights-resources/how-an-individual-plan-works.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Aetna Health Inc. (a PA corp.),84867,Yes,No,84867OH0100006,New,HMO,QHP,Silver,https://www.aetna.com/individuals-families/member-rights-resources/how-an-individual-plan-works.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Aetna Health Inc. (a PA corp.),84867,Yes,No,84867OH0100009,New,HMO,QHP,Silver,https://www.aetna.com/individuals-families/member-rights-resources/how-an-individual-plan-works.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Aetna Health Inc. (a PA corp.),84867,Yes,No,84867OH0100010,New,HMO,QHP,Bronze Expanded,https://www.aetna.com/individuals-families/member-rights-resources/how-an-individual-plan-works.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Aetna Health Inc. (a PA corp.),84867,Yes,No,84867OH0100011,New,HMO,QHP,Gold,https://www.aetna.com/individuals-families/member-rights-resources/how-an-individual-plan-works.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Aetna Health Inc. (a PA corp.),84867,Yes,No,84867OH0100012,New,HMO,QHP,Gold,https://www.aetna.com/individuals-families/member-rights-resources/how-an-individual-plan-works.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Aetna Health Inc. (a PA corp.),84867,Yes,No,84867OH0100013,New,HMO,QHP,Silver,https://www.aetna.com/individuals-families/member-rights-resources/how-an-individual-plan-works.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Aetna Health Inc. (a PA corp.),84867,Yes,No,84867OH0100014,New,HMO,QHP,Silver,https://www.aetna.com/individuals-families/member-rights-resources/how-an-individual-plan-works.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Aetna Health Inc. (a PA corp.),84867,Yes,No,84867OH0100015,New,HMO,QHP,Silver,https://www.aetna.com/individuals-families/member-rights-resources/how-an-individual-plan-works.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"Imperial Insurance Companies, Inc.",85533,No,No,85533AZ0010001,Returning,HMO,QHP,Bronze Expanded,https://exchange.imperialhealthplan.com/transparency-in-coverage/,138,145,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,AZ,"Imperial Insurance Companies, Inc.",85533,No,No,85533AZ0010002,Returning,HMO,QHP,Silver,https://exchange.imperialhealthplan.com/transparency-in-coverage/,138,145,**,**,**,**,**,**,**,**,**,**,50,75,**,**,**,**,**,**,**,**,**,**,**,**,**,**,15,**
Individual,FFE,AZ,"Imperial Insurance Companies, Inc.",85533,No,No,85533AZ0010003,Returning,HMO,QHP,Gold,https://exchange.imperialhealthplan.com/transparency-in-coverage/,138,145,**,**,**,**,**,**,**,**,**,**,40,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,AZ,"Imperial Insurance Companies, Inc.",85533,No,No,85533AZ0020001,Returning,HMO,QHP,Silver,https://exchange.imperialhealthplan.com/transparency-in-coverage/,138,145,**,**,**,**,**,**,**,**,**,**,39,54,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,AZ,"Imperial Insurance Companies, Inc.",85533,No,No,85533AZ0020002,Returning,HMO,QHP,Gold,https://exchange.imperialhealthplan.com/transparency-in-coverage/,138,145,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030011,Returning,HMO,QHP,Bronze Expanded,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,111,9868,71,601,**,212,146,**,54,**,**,**,**,**,1338,**,358,37
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030012,Returning,HMO,QHP,Catastrophic,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,**,50,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030033,Returning,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,250,9538,132,688,**,326,87,**,72,**,**,**,**,**,1620,**,244,43
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030035,Returning,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,**,120,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030038,Returning,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,15,1769,**,83,**,62,29,**,**,**,**,**,**,**,166,**,55,**
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030039,Returning,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,**,25,**,**,**,12,**,**,**,**,**,**,**,**,24,**,**,0
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030040,Returning,HMO,QHP,Bronze Expanded,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,72,5450,35,563,**,271,41,**,60,**,**,**,**,**,1030,**,239,28
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030044,Returning,HMO,QHP,Bronze Expanded,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,14,1200,**,33,**,20,46,**,**,**,**,**,**,**,149,**,21,**
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030051,New,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030054,New,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030059,New,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030060,New,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030062,New,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030065,New,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030067,New,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030068,New,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030070,New,HMO,QHP,Bronze Expanded,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030071,New,HMO,QHP,Bronze Expanded,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030074,New,HMO,QHP,Bronze Expanded,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0030075,New,HMO,QHP,Catastrophic,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040033,New,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040035,New,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040038,New,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040039,New,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040040,New,HMO,QHP,Bronze Expanded,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040044,New,HMO,QHP,Bronze Expanded,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040051,New,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040054,New,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040059,New,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040060,New,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040062,New,HMO,QHP,Gold,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040065,New,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040067,New,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040068,New,HMO,QHP,Silver,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040070,New,HMO,QHP,Bronze Expanded,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Quartz Health Benefit Plans Corporation,85773,No,No,85773IL0040074,New,HMO,QHP,Bronze Expanded,https://quartzbenefits.com/transparency,1282,71597,763,4921,**,2391,18,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,FL,Sunshine State Health Plan,86382,No,No,86382FL0050005,Returning,HMO,QHP,Bronze Expanded,https://ambetter.sunshinehealth.com/resources/handbooks-forms/2025-transparency-notice-fl-hmo.html,2137897,5463460,258470,922681,9588,419938,1053,373,35.4,**,**,**,113206,205269,13971,37898,683,17216,17886,5943,13010,5390,72,11313,5815,**,19432,8852,27498,7362
Individual,FFE,FL,Sunshine State Health Plan,86382,No,No,86382FL0050006,Returning,HMO,QHP,Silver,https://ambetter.sunshinehealth.com/resources/handbooks-forms/2025-transparency-notice-fl-hmo.html,2137897,5463460,258470,922681,9588,419938,1053,373,35.4,**,**,**,68802,155722,7234,27837,175,11819,14085,2644,8341,3773,42,8926,2170,**,10785,8555,5668,1756
Individual,FFE,FL,Sunshine State Health Plan,86382,No,No,86382FL0050009,Returning,HMO,QHP,Silver,https://ambetter.sunshinehealth.com/resources/handbooks-forms/2025-transparency-notice-fl-hmo.html,2137897,5463460,258470,922681,9588,419938,1053,373,35.4,**,**,**,395776,896875,41181,161724,1176,67308,82167,15170,46645,20441,304,52826,12317,**,61518,50050,40484,11394
Individual,FFE,FL,Sunshine State Health Plan,86382,No,No,86382FL0050010,Returning,HMO,QHP,Gold,https://ambetter.sunshinehealth.com/resources/handbooks-forms/2025-transparency-notice-fl-hmo.html,2137897,5463460,258470,922681,9588,419938,1053,373,35.4,**,**,**,25806,56704,3129,10445,93,4605,5522,1236,3974,1641,61,3318,824,**,4154,2950,1838,502
Individual,FFE,FL,Sunshine State Health Plan,86382,No,No,86382FL0050017,Returning,HMO,QHP,Bronze Expanded,https://ambetter.sunshinehealth.com/resources/handbooks-forms/2025-transparency-notice-fl-hmo.html,2137897,5463460,258470,922681,9588,419938,1053,373,35.4,**,**,**,69428,144554,6892,25823,248,11680,13110,2491,8638,4135,105,8649,3191,**,11351,6435,9759,2398
Individual,FFE,FL,Sunshine State Health Plan,86382,No,No,86382FL0050018,Returning,HMO,QHP,Silver,https://ambetter.sunshinehealth.com/resources/handbooks-forms/2025-transparency-notice-fl-hmo.html,2137897,5463460,258470,922681,9588,419938,1053,373,35.4,**,**,**,1003044,2104857,114873,387475,4704,173403,183112,44678,127011,53421,1548,124188,37974,**,177035,110176,115632,28114
Individual,FFE,FL,Sunshine State Health Plan,86382,No,No,86382FL0050019,Returning,HMO,QHP,Gold,https://ambetter.sunshinehealth.com/resources/handbooks-forms/2025-transparency-notice-fl-hmo.html,2137897,5463460,258470,922681,9588,419938,1053,373,35.4,**,**,**,156205,325998,20439,60045,881,26170,28256,10081,20737,10221,266,17572,7693,**,28936,13882,26442,6329
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0010001,Returning,HMO,QHP,Silver,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,646,25286,377,3524,129,3598,301,**,638,**,**,129,223,**,1876,2044,456,49
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0010007,Returning,HMO,QHP,Gold,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,1686,62323,942,7358,155,10492,936,14,1271,**,**,249,517,**,3318,5420,1161,142
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0010008,Returning,HMO,QHP,Catastrophic,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,62,692,20,81,**,160,**,**,33,**,**,**,12,**,41,70,56,**
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0010009,Returning,HMO,QHP,Bronze Expanded,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,2352,101404,1525,10779,311,14168,1657,56,1830,**,**,953,334,**,4790,6988,2661,242
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0010011,Returning,HMO,QHP,Bronze Expanded,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,870,35113,529,4043,109,5922,529,22,979,**,**,250,181,**,1568,3000,902,130
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0010012,Returning,HMO,QHP,Silver,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,699,16691,383,2223,95,2880,331,**,606,**,**,81,119,**,904,1814,312,43
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0010013,Returning,HMO,QHP,Silver,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,1090,53144,758,5473,128,8030,788,36,953,**,**,279,357,**,1729,5132,867,85
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0010015,Returning,HMO,QHP,Gold,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,339,20174,228,2245,27,3436,293,**,415,**,**,58,108,**,879,1831,424,60
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0010016,New,HMO,QHP,Bronze Expanded,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0020001,Returning,POS,QHP,Silver,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,77,1461,**,201,**,163,12,**,26,**,**,**,**,**,106,80,30,**
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0020003,Returning,POS,QHP,Bronze Expanded,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,351,10599,128,1175,20,1570,87,**,210,**,**,26,27,**,414,1111,295,43
Individual,FFE,WI,"Aspirus Health Plan, Inc.",86584,No,No,86584WI0020005,Returning,POS,QHP,Bronze Expanded,https://www.aspirushealthplan.com/insurance/transparencyInCoverage/,13460,430766,6569,48665,1367,66331,36,11,30.6,**,**,**,**,15,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0
Individual,FFE,TX,Superior Health Plan,87226,No,No,87226TX0060007,Returning,HMO,QHP,Silver,https://ambetter.superiorhealthplan.com/resources/handbooks-forms/2025-transparency-notice-tx-hmo.html,3857892,6424284,603360,983317,35815,585059,1253,721,57.5,23,11,47.8,25512,54136,5466,9477,231,5424,4241,2819,4819,2458,57,2932,952,**,4519,3258,1206,219
Individual,FFE,TX,Superior Health Plan,87226,No,No,87226TX0060009,Returning,HMO,QHP,Silver,https://ambetter.superiorhealthplan.com/resources/handbooks-forms/2025-transparency-notice-tx-hmo.html,3857892,6424284,603360,983317,35815,585059,1253,721,57.5,23,11,47.8,176042,321118,33935,51486,1408,32469,25557,18257,29414,16692,268,16025,5857,25,27237,14772,14341,2691
Individual,FFE,TX,Superior Health Plan,87226,No,No,87226TX0060011,Returning,HMO,QHP,Silver,https://ambetter.superiorhealthplan.com/resources/handbooks-forms/2025-transparency-notice-tx-hmo.html,3857892,6424284,603360,983317,35815,585059,1253,721,57.5,23,11,47.8,59344,110122,11559,18849,500,12427,10459,7710,9523,7222,175,6082,1959,**,9719,5392,4461,920
Individual,FFE,TX,Superior Health Plan,87226,No,No,87226TX0060012,Returning,HMO,QHP,Gold,https://ambetter.superiorhealthplan.com/resources/handbooks-forms/2025-transparency-notice-tx-hmo.html,3857892,6424284,603360,983317,35815,585059,1253,721,57.5,23,11,47.8,125069,90232,25055,20646,1201,13674,10867,11601,13674,7579,177,5404,4335,**,18641,3850,9655,2515
Individual,FFE,TX,Superior Health Plan,87226,No,No,87226TX0060013,New,HMO,QHP,Gold,https://ambetter.superiorhealthplan.com/resources/handbooks-forms/2025-transparency-notice-tx-hmo.html,3857892,6424284,603360,983317,35815,585059,1253,721,57.5,23,11,47.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TX,Superior Health Plan,87226,No,No,87226TX0070007,Returning,HMO,QHP,Silver,https://ambetter.superiorhealthplan.com/resources/handbooks-forms/2025-transparency-notice-tx-hmo.html,3857892,6424284,603360,983317,35815,585059,1253,721,57.5,23,11,47.8,2647,5794,561,898,29,341,248,229,336,128,19,292,174,**,458,288,101,26
Individual,FFE,TX,Superior Health Plan,87226,No,No,87226TX0070009,Returning,HMO,QHP,Silver,https://ambetter.superiorhealthplan.com/resources/handbooks-forms/2025-transparency-notice-tx-hmo.html,3857892,6424284,603360,983317,35815,585059,1253,721,57.5,23,11,47.8,3596,7812,778,1380,36,489,389,399,419,199,17,327,330,**,835,485,216,68
Individual,FFE,TX,Superior Health Plan,87226,No,No,87226TX0070011,Returning,HMO,QHP,Silver,https://ambetter.superiorhealthplan.com/resources/handbooks-forms/2025-transparency-notice-tx-hmo.html,3857892,6424284,603360,983317,35815,585059,1253,721,57.5,23,11,47.8,559,2177,156,255,**,186,151,116,118,108,19,79,31,**,121,77,47,13
Individual,FFE,TX,Superior Health Plan,87226,No,No,87226TX0070012,Returning,HMO,QHP,Gold,https://ambetter.superiorhealthplan.com/resources/handbooks-forms/2025-transparency-notice-tx-hmo.html,3857892,6424284,603360,983317,35815,585059,1253,721,57.5,23,11,47.8,950,3234,269,472,34,277,298,153,249,205,**,88,72,**,238,102,117,22
