Individual Marketplace Medical Qualified Health Plans (QHPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legend 
*                              Data not available for this issuer/plan
Individual,FFE,MS,Guardian Life Insurance Company of America,49327,No,Yes,49327MS0080003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1175,2664,584,1141,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,MS,Guardian Life Insurance Company of America,49327,No,Yes,49327MS0090003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1175,2664,584,1141,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,MS,Delta Dental Insurance Company,49374,No,Yes,49374MS0010004,Returning,PPO,SADP,High,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,1139,5222,**,1289,21,144,**,**,**,**,**,**,450,1658,**,478,13,56,**,151,215,**,31,80,**,**,111,473,107
Individual,FFE,MS,Delta Dental Insurance Company,49374,No,Yes,49374MS0010006,Returning,PPO,SADP,Low,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,1139,5222,**,1289,21,144,**,**,**,**,**,**,689,3564,**,811,**,88,**,237,713,**,50,133,**,40,65,853,216
Individual,FFE,WI,"Dental Care Plus, Inc.",49941,No,Yes,49941WI0040001,Returning,PPO,SADP,High,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,189,2674,188,1109,**,**,30,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,WI,"Dental Care Plus, Inc.",49941,No,Yes,49941WI0040002,Returning,PPO,SADP,Low,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,189,2674,188,1109,**,**,30,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,WI,"Dental Care Plus, Inc.",49941,No,Yes,49941WI0040003,Returning,PPO,SADP,High,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,189,2674,188,1109,**,**,30,**,**,**,**,**,82,1173,80,499,**,**,**,**,237,**,**,**,**,**,341,973,232
Individual,FFE,WI,"Dental Care Plus, Inc.",49941,No,Yes,49941WI0040004,Returning,PPO,SADP,Low,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,189,2674,188,1109,**,**,30,**,**,**,**,**,105,1495,106,608,**,**,**,**,320,**,**,**,**,**,395,1719,443
Individual,SPE,NE,BEST Life and Health Insurance Company,50022,No,Yes,50022NE0020003,Returning,PPO,SADP,High,https://www.bestlife.com/NE/index.html,193,404,80,129,**,**,**,**,**,**,**,**,29,77,14,29,**,**,**,**,22,**,**,**,**,**,**,340,62
Individual,SPE,NE,BEST Life and Health Insurance Company,50022,No,Yes,50022NE0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/NE/index.html,193,404,80,129,**,**,**,**,**,**,**,**,80,193,38,58,**,**,**,**,28,**,**,51,**,**,11,798,142
Individual,SPE,NE,BEST Life and Health Insurance Company,50022,No,Yes,50022NE0020007,New,PPO,SADP,High,https://www.bestlife.com/NE/index.html,193,404,80,129,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,NE,BEST Life and Health Insurance Company,50022,No,Yes,50022NE0020008,New,PPO,SADP,Low,https://www.bestlife.com/NE/index.html,193,404,80,129,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,IA,Guardian Life Insurance Company of America,50730,No,Yes,50730IA0070003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,805,1131,505,520,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,IA,Guardian Life Insurance Company of America,50730,No,Yes,50730IA0080003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,805,1131,505,520,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,IA,Guardian Life Insurance Company of America,50730,No,Yes,50730IA0090003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,805,1131,505,520,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,IA,Guardian Life Insurance Company of America,50730,No,Yes,50730IA0100003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,805,1131,505,520,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"Educators Health Plans Life, Accident, and Health, Inc",53613,No,Yes,53613AZ0010003,Returning,PPO,SADP,Low,https://emihealth.com/Policies/ArizonaDental,6639,8906,2422,2926,384,431,**,**,**,**,**,**,934,1957,278,552,25,72,**,**,475,32,53,126,**,144,**,640,117
Individual,FFE,AZ,"Educators Health Plans Life, Accident, and Health, Inc",53613,No,Yes,53613AZ0010004,Returning,PPO,SADP,Low,https://emihealth.com/Policies/ArizonaDental,6639,8906,2422,2926,384,431,**,**,**,**,**,**,1065,1332,357,398,75,55,**,**,364,**,45,113,**,223,**,562,88
Individual,FFE,AZ,"Educators Health Plans Life, Accident, and Health, Inc",53613,No,Yes,53613AZ0010005,New,PPO,SADP,High,https://emihealth.com/Policies/ArizonaDental,6639,8906,2422,2926,384,431,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"Educators Health Plans Life, Accident, and Health, Inc",53613,No,Yes,53613AZ0010006,New,PPO,SADP,Low,https://emihealth.com/Policies/ArizonaDental,6639,8906,2422,2926,384,431,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"Educators Health Plans Life, Accident, and Health, Inc",53613,No,Yes,53613AZ0020002,Returning,PPO,SADP,Low,https://emihealth.com/Policies/ArizonaDental,6639,8906,2422,2926,384,431,**,**,**,**,**,**,3830,4374,1493,1517,226,244,**,**,1902,**,157,333,**,616,**,1997,412
Individual,FFE,NC,The Guardian Life Insurance Company,55440,No,Yes,55440NC0210006,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,19284,37998,11453,13338,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,The Guardian Life Insurance Company,55440,No,Yes,55440NC0220006,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,19284,37998,11453,13338,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,The Guardian Life Insurance Company,55440,No,Yes,55440NC0230004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,19284,37998,11453,13338,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,The Guardian Life Insurance Company,55440,No,Yes,55440NC0240004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,19284,37998,11453,13338,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,UnitedHealthcare Insurance Company,56726,Yes,Yes,56726OH0080001,New,PPO,SADP,Low,https://www.solsticecare.com/claimsFaq.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Delta Dental of North Carolina,56891,No,Yes,56891NC0110001,Returning,PPO,SADP,Low,https://deltadentalnc.com/members/understand-my-benefits/affordable-care-act-coverage,19149,116531,7386,26649,1653,6548,**,**,**,**,**,**,6886,42425,2616,9005,634,2437,**,3861,3413,22,34,635,**,1532,5579,12114,2175
Individual,FFE,NC,Delta Dental of North Carolina,56891,No,Yes,56891NC0120001,Returning,PPO,SADP,High,https://deltadentalnc.com/members/understand-my-benefits/affordable-care-act-coverage,19149,116531,7386,26649,1653,6548,**,**,**,**,**,**,6385,37505,2455,8323,546,2043,**,3525,2095,16,374,525,**,1196,6214,8857,1374
Individual,FFE,NC,Delta Dental of North Carolina,56891,No,Yes,56891NC0130001,Returning,PPO,SADP,High,https://deltadentalnc.com/members/understand-my-benefits/affordable-care-act-coverage,19149,116531,7386,26649,1653,6548,**,**,**,**,**,**,5878,36591,2315,9321,473,2068,**,3313,2491,20,1043,455,**,1242,6814,7579,1098
Individual,SPE,OH,"Solstice Healthplans of Ohio, Inc.",57086,No,Yes,57086OH0010001,Returning,HMO,SADP,Low,https://www.solsticecare.com/claimsFaq.aspx,**,513,**,27,**,**,**,**,**,**,**,**,**,513,**,27,**,**,**,**,27,**,**,**,**,**,**,894,149
Individual,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0420003,Returning,PPO,SADP,Low,https://www.anthem.com,4123,21685,679,3165,148,2102,196,85,43.4,**,**,**,965,1646,58,128,**,**,**,**,90,**,**,**,**,**,96,652,111
Individual,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0420004,Returning,PPO,SADP,High,https://www.anthem.com,4123,21685,679,3165,148,2102,196,85,43.4,**,**,**,852,1265,140,92,**,31,**,**,61,**,**,**,**,**,171,423,73
Individual,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0420005,Returning,PPO,SADP,Low,https://www.anthem.com,4123,21685,679,3165,148,2102,196,85,43.4,**,**,**,844,1513,109,174,**,31,**,**,173,**,**,**,**,**,110,626,113
Individual,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0420006,Returning,PPO,SADP,Low,https://www.anthem.com,4123,21685,679,3165,148,2102,196,85,43.4,**,**,**,824,914,165,148,**,14,**,**,211,**,**,**,**,**,102,522,104
Individual,FFE,TX,"DentaQuest USA Insurance Company, Inc.",58609,No,Yes,58609TX0010001,Returning,PPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,3902,5334,2335,3222,**,**,55,**,**,**,**,**,44,93,35,75,**,**,**,**,91,**,**,**,**,**,19,106,28
Individual,FFE,TX,"DentaQuest USA Insurance Company, Inc.",58609,No,Yes,58609TX0010003,Returning,PPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,3902,5334,2335,3222,**,**,55,**,**,**,**,**,2050,2998,1228,1766,**,**,**,**,1696,26,66,**,**,**,1196,1735,416
Individual,FFE,TX,"DentaQuest USA Insurance Company, Inc.",58609,No,Yes,58609TX0010004,Returning,PPO,SADP,Low,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,3902,5334,2335,3222,**,**,55,**,**,**,**,**,1808,2243,1072,1381,**,**,**,**,1210,16,74,**,**,41,1112,2898,718
Individual,FFE,MO,"DentaQuest National Insurance Company, Inc.",58883,No,Yes,58883MO0010001,Returning,PPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,763,531,351,198,**,**,12,**,**,**,**,**,24,**,15,**,**,**,**,**,**,**,**,**,**,**,15,**,**
Individual,FFE,MO,"DentaQuest National Insurance Company, Inc.",58883,No,Yes,58883MO0010003,Returning,PPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,763,531,351,198,**,**,12,**,**,**,**,**,314,237,132,104,**,**,**,**,101,**,14,**,**,**,109,392,104
Individual,FFE,MO,"DentaQuest National Insurance Company, Inc.",58883,No,Yes,58883MO0010004,Returning,PPO,SADP,Low,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,763,531,351,198,**,**,12,**,**,**,**,**,425,290,204,92,**,**,**,**,118,**,22,**,**,**,144,630,147
Individual,FFE,IN,Guardian Life Insurance Company of America,59560,No,Yes,59560IN0070006,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,729,1777,589,814,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,IN,Guardian Life Insurance Company of America,59560,No,Yes,59560IN0080005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,729,1777,589,814,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,IN,Guardian Life Insurance Company of America,59560,No,Yes,59560IN0090005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,729,1777,589,814,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,IN,Guardian Life Insurance Company of America,59560,No,Yes,59560IN0100004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,729,1777,589,814,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,FL,"DentaQuest of Florida, Inc.",59667,No,Yes,59667FL0010001,Returning,EPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,240,8219,226,5166,**,**,**,**,**,**,**,**,**,165,**,118,**,**,**,28,93,**,**,**,**,**,**,241,67
Individual,FFE,FL,"DentaQuest of Florida, Inc.",59667,No,Yes,59667FL0010003,Returning,EPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,240,8219,226,5166,**,**,**,**,**,**,**,**,52,1579,50,919,**,**,**,102,612,**,**,**,**,**,234,1384,432
Individual,FFE,FL,"DentaQuest of Florida, Inc.",59667,No,Yes,59667FL0010004,Returning,EPO,SADP,Low,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,240,8219,226,5166,**,**,**,**,**,**,**,**,183,6475,174,4129,**,**,**,553,3009,15,54,**,**,**,664,2349,783
Individual,FFE,AL,TRUASSURE INSURANCE COMPANY,60075,No,Yes,60075AL0010001,Returning,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,289,555,65,105,28,**,**,**,**,**,**,**,**,17,**,**,**,**,**,**,**,**,**,**,**,**,**,23,**
Individual,FFE,AL,TRUASSURE INSURANCE COMPANY,60075,No,Yes,60075AL0020001,Returning,PPO,SADP,High,https://www.truassure.com/aca-plans.html,289,555,65,105,28,**,**,**,**,**,**,**,289,538,65,100,28,**,**,**,**,**,52,44,**,**,69,437,72
Individual,FFE,AL,TRUASSURE INSURANCE COMPANY,60075,No,Yes,60075AL0050001,New,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,289,555,65,105,28,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,Delta Dental of Illinois,60600,No,Yes,60600IL0010001,Returning,EPO,SADP,High,https://www.deltadentalil.com/resources/aca-plan-information/,4372,23066,2560,5089,321,1278,**,**,**,**,**,**,**,38,**,12,**,**,**,**,**,**,**,**,**,**,**,14,**
Individual,SBE-FP,IL,Delta Dental of Illinois,60600,No,Yes,60600IL0010002,Returning,EPO,SADP,Low,https://www.deltadentalil.com/resources/aca-plan-information/,4372,23066,2560,5089,321,1278,**,**,**,**,**,**,**,51,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,SBE-FP,IL,Delta Dental of Illinois,60600,No,Yes,60600IL0010003,Returning,EPO,SADP,High,https://www.deltadentalil.com/resources/aca-plan-information/,4372,23066,2560,5089,321,1278,**,**,**,**,**,**,165,613,155,144,**,44,**,155,55,**,**,22,**,44,23,2234,376
Individual,SBE-FP,IL,Delta Dental of Illinois,60600,No,Yes,60600IL0010004,Returning,EPO,SADP,Low,https://www.deltadentalil.com/resources/aca-plan-information/,4372,23066,2560,5089,321,1278,**,**,**,**,**,**,2022,8447,1918,1763,213,486,**,1918,561,**,**,223,**,499,480,193,48
Individual,SBE-FP,IL,Delta Dental of Illinois,60600,No,Yes,60600IL0010005,Returning,PPO,SADP,Low,https://www.deltadentalil.com/resources/aca-plan-information/,4372,23066,2560,5089,321,1278,**,**,**,**,**,**,2179,13917,481,3160,102,739,**,**,1755,**,**,477,**,847,562,3725,611
Individual,SBE-FP,IL,Delta Dental of Illinois,60600,No,Yes,60600IL0040001,New,PPO,SADP,Low,https://www.deltadentalil.com/resources/aca-plan-information/,4372,23066,2560,5089,321,1278,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,SD,BEST Life and Health Insurance Company,61214,No,Yes,61214SD0020003,Returning,PPO,SADP,High,https://www.bestlife.com/SD/index.html,111,30,55,12,**,**,**,**,**,**,**,**,23,12,11,**,**,**,**,**,**,**,**,**,**,**,**,879,176
Individual,SPE,SD,BEST Life and Health Insurance Company,61214,No,Yes,61214SD0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/SD/index.html,111,30,55,12,**,**,**,**,**,**,**,**,50,**,22,**,**,**,**,**,15,**,**,**,**,**,**,1263,269
Individual,SPE,SD,BEST Life and Health Insurance Company,61214,No,Yes,61214SD0020007,New,PPO,SADP,High,https://www.bestlife.com/SD/index.html,111,30,55,12,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,SD,BEST Life and Health Insurance Company,61214,No,Yes,61214SD0020008,New,PPO,SADP,Low,https://www.bestlife.com/SD/index.html,111,30,55,12,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,IA,Dentegra Insurance Company,61284,No,Yes,61284IA0010011,Returning,PPO,SADP,Low,https://www.dentegra.com/how-marketplace-plans-work,1077,1209,**,602,55,48,**,**,**,**,**,**,789,197,**,56,22,**,**,129,**,**,**,**,**,**,**,279,68
Individual,SPE,IA,Dentegra Insurance Company,61284,No,Yes,61284IA0010012,Returning,PPO,SADP,High,https://www.dentegra.com/how-marketplace-plans-work,1077,1209,**,602,55,48,**,**,**,**,**,**,288,1012,**,546,33,45,**,323,233,**,**,17,**,**,12,94,20
Individual,FFE,TX,TRUASSURE INSURANCE COMPANY,61315,No,Yes,61315TX0010001,Returning,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,631,704,192,273,84,42,**,**,**,**,**,**,151,105,38,24,22,**,**,**,**,**,**,13,**,**,49,90,24
Individual,FFE,TX,TRUASSURE INSURANCE COMPANY,61315,No,Yes,61315TX0020001,Returning,PPO,SADP,High,https://www.truassure.com/aca-plans.html,631,704,192,273,84,42,**,**,**,**,**,**,480,599,154,249,62,41,**,**,**,**,**,133,**,**,262,428,85
Individual,FFE,TX,TRUASSURE INSURANCE COMPANY,61315,No,Yes,61315TX0050001,New,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,631,704,192,273,84,42,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,UT,"Dental Care Plus, Inc.",61558,No,Yes,61558UT0010003,Returning,PPO,SADP,High,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,1388,1909,668,759,**,**,35,**,**,**,**,**,901,1204,449,473,**,**,**,**,444,**,18,**,**,**,460,943,198
Individual,SPE,UT,"Dental Care Plus, Inc.",61558,No,Yes,61558UT0010004,Returning,PPO,SADP,Low,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,1388,1909,668,759,**,**,35,**,**,**,**,**,487,705,219,286,**,**,**,**,248,**,**,**,**,**,251,676,146
Individual,SPE,UT,"Dental Care Plus, Inc.",61558,No,Yes,61558UT0050001,Returning,PPO,SADP,Low,https://www.dentaquest.com/content/dam/dentaquest/en/members/dcpg/DCPG-DT-transparency-in-coverage.pdf,1388,1909,668,759,**,**,35,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,1545,338
Individual,SPE,KS,Guardian Life Insurance Company of America,61779,No,Yes,61779KS0070003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1634,6558,**,2567,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,KS,Guardian Life Insurance Company of America,61779,No,Yes,61779KS0080003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1634,6558,**,2567,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,KS,Guardian Life Insurance Company of America,61779,No,Yes,61779KS0090003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1634,6558,**,2567,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,KS,Guardian Life Insurance Company of America,61779,No,Yes,61779KS0100003,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,1634,6558,**,2567,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,MI,Humana Insurance Company,62294,No,Yes,62294MI0420001,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,1243,5293,370,988,17,104,**,**,**,**,**,**,1243,5293,370,988,17,104,**,80,979,32,**,148,**,**,338,1468,262
Individual,SPE,MT,Guardian Life Insurance Company of America,62818,No,Yes,62818MT0070003,New,Indemnity,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,81,35,24,14,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,MT,Guardian Life Insurance Company of America,62818,No,Yes,62818MT0080003,New,Indemnity,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,81,35,24,14,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,MT,Guardian Life Insurance Company of America,62818,No,Yes,62818MT0090003,New,Indemnity,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,81,35,24,14,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TX,Humana Insurance Company,63141,No,Yes,63141TX0760001,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,12457,52492,3473,12535,209,731,**,**,**,**,**,**,3576,16419,901,3427,34,239,**,551,3267,54,26,816,**,**,917,3886,740
Individual,FFE,TX,Humana Insurance Company,63141,No,Yes,63141TX0760002,Returning,PPO,SADP,High,https://www.humana.com/member/plain-language-policy,12457,52492,3473,12535,209,731,**,**,**,**,**,**,6025,22990,1538,4928,129,268,**,909,4012,172,276,1301,**,**,2028,3895,777
Individual,FFE,TX,Humana Insurance Company,63141,No,Yes,63141TX0760003,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,12457,52492,3473,12535,209,731,**,**,**,**,**,**,2856,13083,1034,4180,46,224,**,685,4354,19,**,1060,**,**,790,3418,997
